"steamerid","mlbamid","proj_season","firstname","lastname","IP","G","GS","start_percent","start_IP","relief_IP","SV","LI","League","DBTeamId","FBV","reliability","Throws","age","Krate","BBrate","HBPrate","GBrate","FBrate","LDrate","SIERA","BABIP","TBF","batters_per_IP","ERA","RA","K","BB","IBB","1b","2b","3b","HR","HBP","SH","SF","GB","FB","LD","K9","BB9","HBP9","HR9","H","ER","R","WHIP","W","L","QS","HLD","holds_old","SV_old","HR/FB","FIP","pnFIP","LOB%","ERA-","CG","ShO","WAR","catcherframingruns"
"sa3004574","663959","2019","Tyler","Ivey","1","0.22821052631578942","0.1642","0.9368255","0.936","0.06399999999999995","0","0.9747302","AL","HOU",,"0.43033","R","23","0.17643114","0.10094746","0.008879","0.42904301","0.3700365","0.20092049","4.6133588","0.2947829094","4.448","4.4479999999999995","5.1075","5.464799999999999","0.7847","0.449","0.0084","0.65774","0.20633","0.02453","0.1604","0.0395","0.024","0.04816","1.3517","1.1658","0.633","7.0623000000000005","4.041","0.3555","1.4436","1.049","0.5675","0.6072","1.4979999999999998","0.0551","0.0639","0.0592","0","0","0","0.13758792","5.142271200000001","5.1779216","0.70856246","122.1184530145986","0.0009","0.0004","0.0023","0.0001"
"sa3004576","666933","2019","Cameron","Ming","1","0.7559298245614035","0.0519","0.2988299","0.296","0.704","0","0.719532","AL","BAL",,"0.33077","L","23","0.1679351","0.09324374","0.009534","0.42317858","0.37115582","0.2056656","4.4513681","0.2985872013","4.444","4.444","5.0157","5.3649","0.7464","0.4144","0.0278","0.69702","0.20419","0.01835","0.1615","0.0424","0.024","0.0493","1.3609","1.1936","0.6614","6.717599999999999","3.7296000000000005","0.3816","1.4535","1.0811","0.5573","0.5961","1.4955","0.0426","0.0612","0.0172","0","0","0","0.13530496","5.1381248","4.9896768","0.71794481","119.90740727295703","0.0003","0.0001","-0.001","-0.0043"
"sa3004579","670905","2019","Wellington","Diaz","1","0.6751228070175439","0.0691","0.3882377","0.394","0.606","0","0.7552951","AL","NYA",,"0.19946","R","22","0.1051882","0.16560109","0.009182","0.42172795","0.37775203","0.20052002","6.5123525","0.2958592325","4.948","4.948","7.2972","7.6995","0.5205","0.8193","0.028","0.74819","0.22431","0.0202","0.2074","0.0454","0.0267","0.05521","1.4922","1.3366","0.7095","4.6845","7.3737","0.40859999999999996","1.8666","1.2001","0.8108","0.8555","2.0194","0.0364","0.0694","0.0083","0","0","0","0.15516983","7.4102566","7.133490200000001","0.68151079","174.462870932795","0.0002","0.0001","-0.0222","0.0037"
"sa3004581","672839","2019","Francisco","Morales","1","0.17543859649122806","0.1754","1","1","0","0","1","NL","PHI",,"0.26681","R","19","0.1409","0.1607","0.010571","0.42903658","0.37201022","0.1989532","5.98","0.29666","4.852","4.852","6.723","7.1171999999999995","0.6836","0.7797","0.0207","0.69039","0.22076","0.02277","0.1892","0.0513","0.0509","0.0509","1.4099","1.2225","0.6538","6.1524","7.0173","0.4617","1.7028","1.1232","0.747","0.7908","1.9028999999999998","0.0348","0.0851","0.0329","0","0","0","0.15476483","6.7464","6.5765","0.68867947","160.74134039939366","0.0006","0.0003","-0.0146","-0.0022"
"sa3004584","675977","2019","Drew","Strotman","1","0.17543859649122806","0.1754","1","1","0","0","1","AL","TBA",,"0.28081","R","22","0.1267","0.1216","0.009669","0.46310418","0.33206241","0.20483341","5.48","0.299015","4.63","4.63","5.7330000000000005","6.1362","0.5866","0.563","0.0068","0.74052","0.21674","0.02417","0.1532","0.0448","0.025","0.04676","1.579","1.1322","0.6984","5.2794","5.066999999999999","0.4032","1.3788","1.1346","0.637","0.6818","1.6976","0.0422","0.078","0.052","0","0","0","0.13531178","5.8028","5.9493","0.69414629","137.06310862208463","0.0008","0.0004","-0.006","0.0014"
"sa3004585","676091","2019","Ryan","Wilson","1","0.7336666666666667","0.0567","0.3226006","0.323","0.677","0","0.7290402","AL","BAL",,"0.30476","L","22","0.12990923","0.15894483","0.009786","0.37115727","0.42317507","0.20566766","6.0174241","0.2931645278","4.845","4.845","6.6843","7.0497","0.6293","0.77","0.0296","0.69909","0.22024","0.01978","0.1943","0.0474","0.0261","0.05893","1.2508","1.4261","0.6931","5.6636999999999995","6.93","0.4266","1.7487000000000004","1.1334","0.7427","0.7833","1.9034","0.0327","0.0714","0.0092","0","0","0","0.13624571","6.8805236","6.6817595","0.6954455","159.7921598436825","0.0002","0.0001","-0.0174","-0.0047"
"sa3004588","676435","2019","Harold","Cortijo","1","0.19357894736842107","0.1716","0.9776513","0.978","0.02200000000000002","0","0.9910605","AL","NYA",,"0.20784","R","20","0.12761626","0.13075482","0.00961","0.40074233","0.39874152","0.20051615","5.7788826","0.2931988612","4.743","4.743","6.696900000000001","7.0722","0.6053","0.6202","0.0077","0.70761","0.22631","0.0208","0.2157","0.0456","0.0256","0.0568","1.382","1.3751","0.6915","5.4477","5.581799999999999","0.4104","1.9413","1.1704","0.7441","0.7858","1.7906","0.04","0.0796","0.0325","0","0","0","0.15686132","6.751943600000001","6.4997381999999995","0.68464757","160.10971687256506","0.0006","0.0003","-0.0126","0.0036"
"sa3004589","676660","2019","Jared","Solomon","1","0.17543859649122806","0.1754","1","1","0","0","1","NL","CIN",,"0.27581","R","22","0.1292","0.1407","0.010323","0.43712557","0.36209146","0.20078296","5.71","0.297191","4.755","4.755","6.4692","6.8625","0.6144","0.669","0.0203","0.71078","0.22932","0.02231","0.1843","0.0491","0.0499","0.0508","1.4739","1.2209","0.677","5.529599999999999","6.021000000000001","0.44189999999999996","1.6586999999999998","1.1467","0.7188","0.7625","1.8157","0.0365","0.0835","0.0378","0","0","0","0.15095421","6.4824","6.38","0.68603045","154.65920978131268","0.0006","0.0003","-0.0116","-0.0092"
"sa3004591","676697","2019","Brody","Rodning","1","1","0","0","0","1","0","0.6","AL","TOR",,"0.32907","L","23","0.1333","0.1515","0.009948","0.43780886","0.3578424","0.20434874","5.78","0.29716","4.769","4.769","5.9958","6.391800000000001","0.6357","0.7225","0.0397","0.70318","0.22957","0.02073","0.1545","0.0474","0.0258","0.04937","1.4618","1.1948","0.6823","5.7213","6.5025","0.4266","1.3905","1.108","0.6662","0.7102","1.8305000000000002","0.04","0.0567","0","0","0","0","0.12931034","6.2078","6.1469","0.70275638","143.34128275851572","0","0","-0.015","0.0058"
"sa3004592","676706","2019","Carson","Lance","1","0.17543859649122806","0.1754","1","1","0","0","1","AL","DET",,"0.29891","R","24","0.0976","0.1439","0.009022","0.41001409","0.38301694","0.20696897","6.36","0.299253","4.864","4.864","7.1856","7.5807","0.4747","0.6999","0.0071","0.75689","0.24239","0.03188","0.1995","0.0439","0.0263","0.05724","1.4838","1.3861","0.749","4.2723","6.299099999999999","0.3951","1.7955","1.2307","0.7984","0.8423","1.9305999999999999","0.0268","0.093","0.0239","0","0","0","0.14392901","7.0365","6.8939","0.6678858","171.79389144003378","0.0005","0.0002","-0.0168","0.0012"
"sa3004595","676808","2019","Lukas","Young","1","1","0","0","0","1","0","0.6","AL","BOS",,"0.28542","R","22","0.1354","0.144","0.010732","0.41907264","0.36906219","0.21186517","5.69","0.298089","4.755","4.755","6.0975","6.4827","0.6438","0.6847","0.0396","0.70154","0.23642","0.02134","0.1573","0.051","0.0257","0.05107","1.4036","1.2361","0.7096","5.7942","6.1623","0.45899999999999996","1.4157","1.1166","0.6775","0.7203","1.8013","0.0433","0.0536","0","0","0","0","0.12725508","6.1254","6.214","0.69359345","145.7703097663657","0","0","-0.0158","0.0084"
"sa3004596","676836","2019","Jared","Finkel","1","1","0","0","0","1","0","0.6","AL","MIN",,"0.29558","R","23","0.1121","0.143","0.010748","0.44794446","0.34394813","0.20810741","5.84","0.300658","4.782","4.782","6.335999999999999","6.7401","0.5361","0.6839","0.0398","0.75932","0.22435","0.02288","0.1632","0.0514","0.0258","0.04952","1.5614","1.1989","0.7254","4.8249","6.155099999999999","0.4626","1.4688","1.1697","0.704","0.7489","1.8536","0.0404","0.0563","0","0","0","0","0.13612478","6.4163","6.3576","0.68958318","151.4699164462026","0","0","-0.0164","0.0001"
"sa3004599","676860","2019","Joe","Cavallaro","1","0.19110526315789475","0.1721","0.9812937","0.981","0.019000000000000017","0","0.9925175","NL","NYN",,"0.44028","R","23","0.18156033","0.10087194","0.01019","0.4562045","0.34217764","0.20161786","4.5080279","0.2936034157","4.437","4.437","4.756500000000001","5.1255","0.8056","0.4475","0.0193","0.6561","0.2049","0.0192","0.1406","0.0452","0.0466","0.04401","1.4099","1.0575","0.6231","7.2504","4.0275","0.40680000000000005","1.2654","1.0209","0.5285","0.5695","1.4684","0.0506","0.0694","0.0692","0","0","0","0.13295508","4.8556855","4.897486700000001","0.71698715","113.72673131606051","0.0012","0.0005","0.004","0.0012"
"sa3004601","676878","2019","David","Smith","1","1","0","0","0","1","0","0.6","FA","FA",,"0.23099","R","24","0.1275","0.1382","0.01035","0.46498964","0.33000888","0.20500148","5.53","0.300263","4.719","4.719","5.8725","6.2775","0.6017","0.6522","0.0393","0.74534","0.21411","0.02165","0.149","0.0488","0.0375","0.04622","1.5712","1.1151","0.6927","5.4153","5.8698","0.43920000000000003","1.341","1.1301","0.6525","0.6975","1.7823000000000002","0.0405","0.0563","0","0","0","0","0.1336203","5.9976","5.9976","0.69867488","140.39584843403625","0","0","-0.014","0.0017"
"sa3004602","676891","2019","Alex","Fagalde","1","0.18450877192982457","0.1735","0.9890917","0.989","0.01100000000000001","0","0.9956367","NL","SLN",,"0.39997","R","25","0.15511961","0.09377745","0.009739","0.38385653","0.40982858","0.20631489","4.8746549","0.2886179397","4.492","4.492","5.3685","5.7105","0.6968","0.4212","0.0194","0.66392","0.22394","0.02277","0.175","0.0438","0.0472","0.05598","1.2607","1.346","0.6776","6.271199999999999","3.7908","0.3942","1.5750000000000002","1.0856","0.5965","0.6345","1.5068000000000001","0.0493","0.0708","0.0582","0","0","0","0.13001486","5.4374073","5.502948999999999","0.70166973","128.36176248483332","0.0009","0.0004","-0.0027","0.0006"
"sa3004606","677424","2019","Trevor","Charpie","1","0.8672456140350877","0.0282","0.1609745","0.161","0.839","0","0.6643898","AL","TBA",,"0.25769","R","25","0.14042978","0.1202888","0.011284","0.44408984","0.35105678","0.20485338","5.1634631","0.2963022727","4.597","4.597","5.454899999999999","5.839199999999999","0.6456","0.553","0.0332","0.71973","0.20543","0.02231","0.1493","0.0518","0.0248","0.04816","1.475","1.166","0.6804","5.8104","4.977","0.4662","1.3437","1.0967","0.6061","0.6488","1.6497","0.0417","0.0589","0.0083","0","0","0","0.1280446","5.625104400000001","5.7670865","0.70533608","130.42448456942077","0.0001","0.0001","-0.01","0.0014"
"sa3004633","662008","2019","Jesse","Lepore","1","1","0","0","0","1","0","0.6","FA","FA",,"0.17092","R","23","0.1204","0.1815","0.009828","0.41799551","0.37700803","0.20499646","6.48","0.297211","4.978","4.978","6.9354","7.3359000000000005","0.5993","0.9034","0.0414","0.72297","0.22212","0.02245","0.1706","0.0489","0.0396","0.05296","1.4155","1.2767","0.6942","5.393700000000001","8.1306","0.4401","1.5354","1.1381","0.7706","0.8151","2.0415","0.0369","0.0598","0","0","0","0","0.13362575","7.0371","7.0371","0.68877055","165.8145641303559","0","0","-0.0235","0.0018"
"sa3004637","664006","2019","Joey","Marciano","1","0.2603684210526316","0.1574","0.8977895","0.897","0.10299999999999998","0","0.9591158","NL","SFN",,"0.40568","L","24","0.14383703","0.11601547","0.008738","0.43396685","0.36498877","0.20104439","5.2870716","0.2912600835","4.569","4.569","5.111999999999999","5.492700000000001","0.6571","0.53","0.0214","0.69127","0.21835","0.02373","0.137","0.0399","0.048","0.05001","1.4294","1.2022","0.6622","5.913899999999999","4.7700000000000005","0.3591","1.233","1.0703","0.568","0.6103","1.6003","0.0434","0.0743","0.0565","0","0","0","0.11395774","5.3375033","5.6108566","0.71106048","122.22485922034504","0.0009","0.0004","-0.0054","0.0071"
"sa3004641","667658","2019","Moises","Ceja","1","1","0","0","0","1","0","0.6","NL","COL",,"0.23562","R","23","0.1463","0.1403","0.009673","0.41507101","0.36507554","0.21985345","5.43","0.305679","4.785","4.785","6.4062","6.7851","0.7","0.6713","0.0398","0.72349","0.2245","0.02739","0.1763","0.0463","0.0502","0.05039","1.3765","1.2107","0.7291","6.3","6.0417000000000005","0.4167","1.5867","1.1516","0.7118","0.7539","1.8229","0.0409","0.0559","0","0","0","0","0.14561824","6.2057","5.8453","0.68744684","153.15302177447657","0","0","-0.0134","0.0033"
"sa3004642","668968","2019","Hans","Crouse","1","0.17543859649122806","0.1754","1","1","0","0","1","AL","TEX",,"0.22583","R","20","0.134","0.1309","0.009403","0.39609779","0.39310061","0.2108016","5.7","0.297657","4.726","4.726","6.4035","6.777","0.6333","0.6186","0.0069","0.71038","0.22813","0.02641","0.1878","0.0444","0.0255","0.05526","1.348","1.3378","0.7174","5.6997","5.5674","0.3996","1.6902","1.1528","0.7115","0.753","1.7714","0.0376","0.0824","0.039","0","0","0","0.14037973","6.3248","6.1916","0.68440575","153.0908616345119","0.0007","0.0003","-0.0091","0.0048"
"sa3004644","669162","2019","Rickey","Ramirez","1","1","0","0","0","1","0","0.6","AL","MIN",,"0.16914","R","22","0.1283","0.157","0.009618","0.40234039","0.38933491","0.20832469","5.94","0.296573","4.829","4.829","6.549300000000001","6.9318","0.6195","0.7581","0.0402","0.71082","0.22384","0.02282","0.1761","0.0464","0.0261","0.0543","1.3581","1.3142","0.7032","5.575500000000001","6.8229","0.41759999999999997","1.5849","1.1335","0.7277","0.7702","1.8916","0.0398","0.057","0","0","0","0","0.13399787","6.6248","6.5642","0.69040947","156.58856489483128","0","0","-0.0183","0.0001"
"sa3004645","669356","2019","Nelson","Galindez","1","0.5547368421052631","0.0947","0.5342466","0.54","0.45999999999999996","0","0.8136986","NL","WAS",,"0.15764","L","20","0.1135863","0.17841644","0.011126","0.44332501","0.34927302","0.20740197","6.5331507","0.2997328101","4.964","4.964","6.5961","7.0119","0.5638","0.8856","0.0305","0.7503","0.22405","0.01688","0.1521","0.0552","0.0521","0.0495","1.5093","1.1891","0.7061","5.074200000000001","7.9704","0.4968","1.3689","1.1434","0.7329","0.7791","2.029","0.0378","0.0715","0.0189","0","0","0","0.12791187","6.833107999999999","6.887013999999999","0.6974445","157.71175080850048","0.0003","0.0001","-0.02","-0.003"
"sa3004647","670940","2019","Juan Pablo","Lopez","1","0.5580350877192982","0.094","0.5317788","0.536","0.46399999999999997","0","0.8127115","AL","HOU",,"0.21743","L","20","0.10168518","0.15581019","0.009309","0.46003119","0.33903304","0.20093577","6.2827755","0.3005194896","4.846","4.846","6.453000000000001","6.872400000000001","0.4928","0.755","0.0227","0.76844","0.2271","0.02446","0.1588","0.0451","0.0262","0.04938","1.6223","1.1956","0.7086","4.4352","6.795","0.40590000000000004","1.4292","1.1788","0.717","0.7636","1.9338","0.0406","0.0686","0.0198","0","0","0","0.13282034","6.6401032","6.6860816","0.69185577","154.2827870998836","0.0003","0.0002","-0.0166","0"
"sa3004648","671288","2019","Seth","Corry","1","0.17543859649122806","0.1754","1","1","0","0","1","NL","SFN",,"0.21137","L","20","0.1247","0.1655","0.00974","0.452972","0.34597994","0.20104806","6.33","0.294688","4.843","4.843","5.955299999999999","6.3702","0.6039","0.8015","0.0207","0.71431","0.22156","0.0238","0.1336","0.0472","0.0508","0.04809","1.5127","1.1554","0.6714","5.4351","7.2135","0.4248","1.2024","1.0932","0.6617","0.7078","1.8946999999999998","0.0348","0.0851","0.0477","0","0","0","0.11563095","6.2361","6.5554","0.70324698","142.36823749060733","0.0008","0.0003","-0.0154","0.0076"
"sa3004650","672782","2019","Yoendrys","Gomez","1","0.19028070175438597","0.1723","0.9815715","0.982","0.018000000000000016","0","0.9926286","AL","NYA",,"0.18623","R","19","0.10492618","0.16077817","0.010429","0.41774648","0.38174648","0.20050704","6.5540543","0.2944259786","4.938","4.938","7.414200000000001","7.8156","0.5181","0.7939","0.0079","0.73711","0.23048","0.02117","0.2162","0.0514","0.0267","0.05599","1.483","1.3552","0.7118","4.6629000000000005","7.1451","0.4626","1.9458","1.205","0.8238","0.8684","1.9989000000000001","0.0322","0.0872","0.0191","0","0","0","0.15953365","7.4712546","7.1922718","0.67629118","177.2468992815324","0.0005","0.0002","-0.0205","0.0037"
"sa3004652","672930","2019","Sandel","De La Cruz","1","1","0","0","0","1","0","0.6","AL","DET",,"0.18678","R","22","0.1123","0.1947","0.010882","0.42801772","0.36501137","0.20697092","6.82","0.302031","5.071","5.071","7.3422","7.7544","0.5695","0.9873","0.0422","0.74506","0.22042","0.02784","0.1702","0.0552","0.0274","0.05176","1.4687","1.2525","0.7102","5.1255","8.8857","0.4968","1.5317999999999998","1.1635","0.8158","0.8616","2.1508","0.0348","0.0617","0","0","0","0","0.13588822","7.3621","7.2129","0.68322729","175.54262603482584","0","0","-0.0243","0.0013"
"sa3004654","673351","2019","Ricardo","Velasquez","1","1","0","0","0","1","0","0.6","FA","FA",,"0.15329","R","19","0.1063","0.2256","0.011269","0.42500881","0.36999178","0.20499941","7.53","0.296226","5.247","5.247","7.798500000000001","8.2188","0.5577","1.1836","0.0437","0.72699","0.22113","0.02233","0.1701","0.0591","0.0417","0.05228","1.4469","1.2596","0.6979","5.019299999999999","10.6524","0.5319","1.5309","1.1405","0.8665","0.9132","2.3241","0.0343","0.0622","0","0","0","0","0.13504287","7.985","7.985","0.68529552","186.43977672555428","0","0","-0.0322","0.0019"
"sa3004657","675914","2019","Tony","Dibrell","1","0.17543859649122806","0.1754","1","1","0","0","1","NL","NYN",,"0.43273","R","23","0.1569","0.1344","0.01073","0.42476689","0.37381108","0.20142202","5.38","0.292936","4.662","4.662","5.7321","6.1091999999999995","0.7315","0.6266","0.0199","0.66731","0.21809","0.02043","0.1617","0.05","0.049","0.0499","1.3621","1.1987","0.6459","6.583500000000001","5.6394","0.45","1.4553","1.0675","0.6369","0.6788","1.6941","0.0403","0.0797","0.052","0","0","0","0.13489614","5.8299","5.88","0.70190813","137.03681010133036","0.0008","0.0004","-0.007","0.0013"
"sa3004658","675919","2019","Nick","Raquet","1","0.17543859649122806","0.1754","1","1","0","0","1","NL","WAS",,"0.46625","L","23","0.1227","0.1063","0.008982","0.50788413","0.28493839","0.20717748","5.08","0.302898","4.556","4.556","5.1084","5.5278","0.559","0.4843","0.0195","0.77709","0.21963","0.01576","0.1289","0.0409","0.0478","0.04056","1.7393","0.9758","0.7095","5.031000000000001","4.3587","0.3681","1.1601","1.1414","0.5676","0.6142","1.6257","0.0525","0.0679","0.064","0","0","0","0.13209674","5.2943","5.3361","0.70814324","122.12554883365303","0.001","0.0005","-0.0004","-0.0027"
"sa3004659","676083","2019","Janson","Junk","1","0.19687719298245615","0.1709","0.9739627","0.974","0.026000000000000023","0","0.9895851","AL","NYA",,"0.33194","R","23","0.11588844","0.12528796","0.009533","0.43070447","0.36876084","0.20053468","5.7832303","0.2952010149","4.724","4.724","6.573600000000001","6.966","0.5474","0.5918","0.0077","0.737","0.22634","0.0208","0.2056","0.0451","0.0255","0.05354","1.5144","1.2966","0.7051","4.9266","5.3262","0.40590000000000004","1.8504","1.1897","0.7304","0.774","1.7815","0.041","0.0784","0.0346","0","0","0","0.15856856","6.649709799999999","6.401275","0.68405729","157.1683659911263","0.0006","0.0003","-0.0115","0.0036"
